Country,Protection,Impact Func ID,Return Period,PMD
SDN,No Protection,1,10,205403.56874371646
SDN,No Protection,1,25,262075.04773176502
SDN,No Protection,1,50,304116.7386280139
SDN,No Protection,1,100,345848.36802667804
SDN,No Protection,2,2,100458.17830383705
SDN,No Protection,2,5,183697.577967891
SDN,No Protection,2,10,238808.79970715506
SDN,No Protection,2,25,308442.6896862748
SDN,No Protection,2,50,360100.53470251197
SDN,No Protection,2,100,411377.39816338633
SDN,No Protection,3,2,100458.17830383705
SDN,No Protection,3,5,183697.577967891
SDN,No Protection,3,10,238808.79970715506
SDN,No Protection,3,25,308442.6896862748
SDN,No Protection,3,50,360100.53470251197
SDN,No Protection,3,100,411377.39816338633
SDN,No Protection,4,2,92807.03943603819
SDN,No Protection,4,5,160551.35029464067
SDN,No Protection,4,10,205403.56874371646
SDN,No Protection,4,25,262075.04773176502
SDN,No Protection,4,50,304116.7386280139
SDN,No Protection,4,100,345848.36802667804
SDN,No Protection,5,2,100458.30554785143
SDN,No Protection,5,5,183697.89197860286
SDN,No Protection,5,10,238809.2373725415
SDN,No Protection,5,25,308443.28359127505
SDN,No Protection,5,50,360101.2445137435
SDN,No Protection,5,100,411378.22302602965
SDN,No Protection,6,2,92807.03943603819
SDN,No Protection,6,5,160551.35029464067
SDN,No Protection,6,10,205403.56874371646
SDN,No Protection,6,25,262075.04773176502
SDN,No Protection,6,50,304116.7386280139
SDN,No Protection,6,100,345848.36802667804
SDN,No Protection,7,2,100458.30554785143
SDN,No Protection,7,5,183697.89197860286
SDN,No Protection,7,10,238809.2373725415
SDN,No Protection,7,25,308443.28359127505
SDN,No Protection,7,50,360101.2445137435
SDN,No Protection,7,100,411378.22302602965
SDN,No Protection,8,2,92807.03943603819
SDN,No Protection,8,5,160551.35029464067
SDN,No Protection,8,10,205403.56874371646
SDN,No Protection,8,25,262075.04773176502
SDN,No Protection,8,50,304116.7386280139
SDN,No Protection,8,100,345848.36802667804
SDN,No Protection,9,2,100458.17830383705
SDN,No Protection,9,5,183697.577967891
SDN,No Protection,9,10,238808.79970715506
SDN,No Protection,9,25,308442.6896862748
SDN,No Protection,9,50,360100.53470251197
SDN,No Protection,9,100,411377.39816338633
SDN,No Protection,10,2,100458.17830383705
SDN,No Protection,10,5,183697.577967891
SDN,No Protection,10,10,238808.79970715506
SDN,No Protection,10,25,308442.6896862748
SDN,No Protection,10,50,360100.53470251197
SDN,No Protection,10,100,411377.39816338633
SDN,No Protection,11,2,100458.30554785143
SDN,No Protection,11,5,183697.89197860286
SDN,No Protection,11,10,238809.2373725415
SDN,No Protection,11,25,308443.28359127505
SDN,No Protection,11,50,360101.2445137435
SDN,No Protection,11,100,411378.22302602965
SDN,No Protection,12,2,100458.17830383705
SDN,No Protection,12,5,183697.577967891
SDN,No Protection,12,10,238808.79970715506
SDN,No Protection,12,25,308442.6896862748
SDN,No Protection,12,50,360100.53470251197
SDN,No Protection,12,100,411377.39816338633
SDN,No Protection,13,2,92807.03943603819
SDN,No Protection,13,5,160551.35029464067
SDN,No Protection,13,10,205403.56874371646
SDN,No Protection,13,25,262075.04773176502
SDN,No Protection,13,50,304116.7386280139
SDN,No Protection,13,100,345848.36802667804
SDN,No Protection,14,2,100458.30554785143
SDN,No Protection,14,5,183697.89197860286
SDN,No Protection,14,10,238809.2373725415
SDN,No Protection,14,25,308443.28359127505
SDN,No Protection,14,50,360101.2445137435
SDN,No Protection,14,100,411378.22302602965
SDN,No Protection,15,2,100458.17830383705
SDN,No Protection,15,5,183697.577967891
SDN,No Protection,15,10,238808.79970715506
SDN,No Protection,15,25,308442.6896862748
SDN,No Protection,15,50,360100.53470251197
SDN,No Protection,15,100,411377.39816338633
SDN,No Protection,16,2,96793.45590116673
SDN,No Protection,16,5,173375.05311172808
SDN,No Protection,16,10,224078.27060310592
SDN,No Protection,16,25,288142.57832406065
SDN,No Protection,16,50,335668.63324234774
SDN,No Protection,16,100,382844.1789530337
SDN,No Protection,17,2,100458.30554785143
SDN,No Protection,17,5,183697.89197860286
SDN,No Protection,17,10,238809.2373725415
SDN,No Protection,17,25,308443.28359127505
SDN,No Protection,17,50,360101.2445137435
SDN,No Protection,17,100,411378.22302602965
SDN,No Protection,18,2,96793.45590116673
SDN,No Protection,18,5,173375.05311172808
SDN,No Protection,18,10,224078.27060310592
SDN,No Protection,18,25,288142.57832406065
SDN,No Protection,18,50,335668.63324234774
SDN,No Protection,18,100,382844.1789530337
SDN,No Protection,19,2,100458.17830383705
SDN,No Protection,19,5,183697.577967891
SDN,No Protection,19,10,238808.79970715506
SDN,No Protection,19,25,308442.6896862748
SDN,No Protection,19,50,360100.53470251197
SDN,No Protection,19,100,411377.39816338633
SOM,FLOPROS,0,2,70036.66612625649
SOM,FLOPROS,0,5,105975.99015415709
SOM,FLOPROS,0,10,129770.73235141754
SOM,FLOPROS,0,25,159835.76099630195
SOM,FLOPROS,0,50,182139.47820371168
SOM,FLOPROS,0,100,204278.7033602165
SOM,FLOPROS,1,2,67670.10598028873
SOM,FLOPROS,1,5,103140.78590203995
SOM,FLOPROS,1,10,126625.24775904043
SOM,FLOPROS,1,25,156298.23234475724
SOM,FLOPROS,1,50,178311.1119836484
SOM,FLOPROS,1,100,200161.6445265622
SOM,FLOPROS,2,2,57095.063943049805
SOM,FLOPROS,2,5,89200.46070067908
SOM,FLOPROS,2,10,110456.83264566846
SOM,FLOPROS,2,25,137314.59080562036
SOM,FLOPROS,2,50,157238.99699528463
SOM,FLOPROS,2,100,177016.45878071696
SOM,FLOPROS,3,2,67963.02623759299
SOM,FLOPROS,3,5,107580.49815741519
SOM,FLOPROS,3,10,133810.47204639378
SOM,FLOPROS,3,25,166952.4539930402
SOM,FLOPROS,3,50,191538.80652115776
SOM,FLOPROS,3,100,215943.83234422375
SOM,FLOPROS,4,2,77891.37081807604
SOM,FLOPROS,4,5,122907.98456301754
SOM,FLOPROS,4,10,152712.6274612247
SOM,FLOPROS,4,25,190371.25956812425
SOM,FLOPROS,4,50,218308.285368134
SOM,FLOPROS,4,100,246039.2729267469
SOM,FLOPROS,5,2,90135.1880471511
SOM,FLOPROS,5,5,142807.68336459942
SOM,FLOPROS,5,10,177681.13969316307
SOM,FLOPROS,5,25,221744.296787805
SOM,FLOPROS,5,50,254432.51427506105
SOM,FLOPROS,5,100,286879.65302710433
SOM,FLOPROS,6,2,80647.32522277947
SOM,FLOPROS,6,5,125502.67067612903
SOM,FLOPROS,6,10,155200.54090882794
SOM,FLOPROS,6,25,192724.26408414994
SOM,FLOPROS,6,50,220561.20780227642
SOM,FLOPROS,6,100,248192.85139394694
SOM,FLOPROS,7,2,68310.16914289
SOM,FLOPROS,7,5,109018.53754630256
SOM,FLOPROS,7,10,135970.77322770606
SOM,FLOPROS,7,25,170025.34423702618
SOM,FLOPROS,7,50,195288.70022390853
SOM,FLOPROS,7,100,220365.73654037993
SOM,FLOPROS,8,2,88569.1298270353
SOM,FLOPROS,8,5,141868.65492625043
SOM,FLOPROS,8,10,177157.2557354271
SOM,FLOPROS,8,25,221744.954369453
SOM,FLOPROS,8,50,254822.30257386703
SOM,FLOPROS,8,100,287655.70216675394
SOM,FLOPROS,9,2,69664.94364658755
SOM,FLOPROS,9,5,106805.35859469115
SOM,FLOPROS,9,10,131395.32022288782
SOM,FLOPROS,9,25,162465.1210469312
SOM,FLOPROS,9,50,185514.22768358557
SOM,FLOPROS,9,100,208393.34495089258
SOM,FLOPROS,10,2,61658.47277957926
SOM,FLOPROS,10,5,95429.52495929867
SOM,FLOPROS,10,10,117788.69564717301
SOM,FLOPROS,10,25,146039.85725396688
SOM,FLOPROS,10,50,166997.9586647891
SOM,FLOPROS,10,100,187801.4920701044
SOM,FLOPROS,11,2,57095.063943049805
SOM,FLOPROS,11,5,89200.46070067908
SOM,FLOPROS,11,10,110456.83264566846
SOM,FLOPROS,11,25,137314.59080562036
SOM,FLOPROS,11,50,157238.99699528463
SOM,FLOPROS,11,100,177016.45878071696
SOM,FLOPROS,12,2,59900.770462992696
SOM,FLOPROS,12,5,92630.4058786845
SOM,FLOPROS,12,10,114300.07435442194
SOM,FLOPROS,12,25,141680.03914022257
SOM,FLOPROS,12,50,161991.84389332533
SOM,FLOPROS,12,100,182153.84714068144
SOM,FLOPROS,13,2,75297.43240701414
SOM,FLOPROS,13,5,115565.0170318207
SOM,FLOPROS,13,10,142225.41816540348
SOM,FLOPROS,13,25,175911.25166258504
SOM,FLOPROS,13,50,200901.06002403042
SOM,FLOPROS,13,100,225706.56615500592
SOM,FLOPROS,14,2,56914.60939541366
SOM,FLOPROS,14,5,89673.55474752458
SOM,FLOPROS,14,10,111362.6287741391
SOM,FLOPROS,14,25,138767.11277675463
SOM,FLOPROS,14,50,159097.1070910398
SOM,FLOPROS,14,100,179277.16574982216
SOM,FLOPROS,15,2,64175.93839490808
SOM,FLOPROS,15,5,97166.35484911615
SOM,FLOPROS,15,10,119008.6814854971
SOM,FLOPROS,15,25,146606.80255567713
SOM,FLOPROS,15,50,167080.44637207466
SOM,FLOPROS,15,100,187403.09510413092
SOM,FLOPROS,16,2,65489.27413498627
SOM,FLOPROS,16,5,97771.17355937177
SOM,FLOPROS,16,10,119144.40455962146
SOM,FLOPROS,16,25,146149.81596223882
SOM,FLOPROS,16,50,166183.75859066943
SOM,FLOPROS,16,100,186069.94897313954
SOM,FLOPROS,17,2,70036.66612625649
SOM,FLOPROS,17,5,105975.99015415709
SOM,FLOPROS,17,10,129770.73235141754
SOM,FLOPROS,17,25,159835.76099630195
SOM,FLOPROS,17,50,182139.47820371168
SOM,FLOPROS,17,100,204278.7033602165
SOM,FLOPROS,18,2,64055.72667468665
SOM,FLOPROS,18,5,95314.13218341526
SOM,FLOPROS,18,10,116009.72734820475
SOM,FLOPROS,18,25,142158.93528221484
SOM,FLOPROS,18,50,161557.70405927877
SOM,FLOPROS,18,100,180813.4050583801
SOM,FLOPROS,19,2,65489.27413498627
SOM,FLOPROS,19,5,97771.17355937177
SOM,FLOPROS,19,10,119144.40455962146
SOM,FLOPROS,19,25,146149.81596223882
SOM,FLOPROS,19,50,166183.75859066943
SOM,FLOPROS,19,100,186069.94897313954
SOM,No Protection,0,2,60194.5670151167
SOM,No Protection,0,5,90207.43431641118
SOM,No Protection,0,10,110078.38234761171
SOM,No Protection,0,25,135185.63574024718
SOM,No Protection,0,50,153811.43138270045
SOM,No Protection,0,100,172299.8599981029
SOM,No Protection,1,2,74439.24353311723
SOM,No Protection,1,5,114593.25334574773
SOM,No Protection,1,10,141178.4587585169
SOM,No Protection,1,25,174769.2812872462
SOM,No Protection,1,50,199688.60583851495
SOM,No Protection,1,100,224424.14798416558
SOM,No Protection,2,2,64100.62837231603
SOM,No Protection,2,5,95361.94859061339
SOM,No Protection,2,10,116059.47352911578
SOM,No Protection,2,25,142211.1197623718
SOM,No Protection,2,50,161611.69738976113
SOM,No Protection,2,100,180869.19389874348
SOM,No Protection,3,2,66035.42246966306
SOM,No Protection,3,5,104162.44298643335
SOM,No Protection,3,10,129405.61737785788
SOM,No Protection,3,25,161300.7627370444
SOM,No Protection,3,50,184962.15055020936
SOM,No Protection,3,100,208449.03336169902
SOM,No Protection,4,2,72333.47427040513
SOM,No Protection,4,5,105282.5685174118
SOM,No Protection,4,10,127097.53650712996
SOM,No Protection,4,25,154661.08949967407
SOM,No Protection,4,50,175109.08901560865
SOM,No Protection,4,100,195406.2825763744
SOM,No Protection,5,2,66590.3284653955
SOM,No Protection,5,5,101757.88429245638
SOM,No Protection,5,10,125041.65345748146
SOM,No Protection,5,25,154461.0596903404
SOM,No Protection,5,50,176285.82243305744
SOM,No Protection,5,100,197949.62545992626
SOM,No Protection,6,2,82645.00500887734
SOM,No Protection,6,5,128306.47157728224
SOM,No Protection,6,10,158538.0592526804
SOM,No Protection,6,25,196736.14275811237
SOM,No Protection,6,50,225073.3601422421
SOM,No Protection,6,100,253201.58783370725
SOM,No Protection,7,2,74460.03413824631
SOM,No Protection,7,5,118319.42609304335
SOM,No Protection,7,10,147357.8944761104
SOM,No Protection,7,25,184048.45310889094
SOM,No Protection,7,50,211267.31438433708
SOM,No Protection,7,100,238285.4339505489
SOM,No Protection,8,2,89950.0441348477
SOM,No Protection,8,5,142922.4666521939
SOM,No Protection,8,10,177994.49906955587
SOM,No Protection,8,25,222308.56015586187
SOM,No Protection,8,50,255182.91056660138
SOM,No Protection,8,100,287814.8094939875
SOM,No Protection,9,2,78204.19472987781
SOM,No Protection,9,5,121199.22032298312
SOM,No Protection,9,10,149665.4081944726
SOM,No Protection,9,25,185632.8814569284
SOM,No Protection,9,50,212315.3224346582
SOM,No Protection,9,100,238800.9778542337
SOM,No Protection,10,2,62220.58496799116
SOM,No Protection,10,5,95856.88690109146
SOM,No Protection,10,10,118126.84201616234
SOM,No Protection,10,25,146265.278352404
SOM,No Protection,10,50,167139.75461235002
SOM,No Protection,10,100,187860.2796102874
SOM,No Protection,11,2,64100.62837231603
SOM,No Protection,11,5,95361.94859061339
SOM,No Protection,11,10,116059.47352911578
SOM,No Protection,11,25,142211.1197623718
SOM,No Protection,11,50,161611.69738976113
SOM,No Protection,11,100,180869.19389874348
SOM,No Protection,12,2,60661.981334704105
SOM,No Protection,12,5,89009.67862844179
SOM,No Protection,12,10,107778.14930047821
SOM,No Protection,12,25,131492.40531962574
SOM,No Protection,12,50,149084.80698611066
SOM,No Protection,12,100,166547.46300510762
SOM,No Protection,13,2,60460.80091750252
SOM,No Protection,13,5,90751.70174123596
SOM,No Protection,13,10,110806.73047421862
SOM,No Protection,13,25,136146.5727104805
SOM,No Protection,13,50,154944.91419864428
SOM,No Protection,13,100,173604.6161176168
SOM,No Protection,14,2,57949.811703284184
SOM,No Protection,14,5,90362.94991103315
SOM,No Protection,14,10,111823.07161111881
SOM,No Protection,14,25,138938.2707709594
SOM,No Protection,14,50,159053.65935837664
SOM,No Protection,14,100,179020.695028084
SOM,No Protection,15,2,82179.11286946926
SOM,No Protection,15,5,126015.08371172663
SOM,No Protection,15,10,155038.04542209106
SOM,No Protection,15,25,191709.01113156418
SOM,No Protection,15,50,218913.33741268594
SOM,No Protection,15,100,245917.02918154883
SOM,No Protection,16,2,75798.7505725081
SOM,No Protection,16,5,113363.32496319174
SOM,No Protection,16,10,138234.11448283374
SOM,No Protection,16,25,169658.7457366667
SOM,No Protection,16,50,192971.08304095452
SOM,No Protection,16,100,216111.48962450595
SOM,No Protection,17,2,79287.15482802791
SOM,No Protection,17,5,119168.50041699361
SOM,No Protection,17,10,145573.18003847406
SOM,No Protection,17,25,178935.90540854356
SOM,No Protection,17,50,203686.01626696502
SOM,No Protection,17,100,228253.59268696228
SOM,No Protection,18,2,60194.5670151167
SOM,No Protection,18,5,90207.43431641118
SOM,No Protection,18,10,110078.38234761171
SOM,No Protection,18,25,135185.63574024718
SOM,No Protection,18,50,153811.43138270045
SOM,No Protection,18,100,172299.8599981029
SOM,No Protection,19,2,80972.76738014135
SOM,No Protection,19,5,123655.37339322697
SOM,No Protection,19,10,151914.71420887942
SOM,No Protection,19,25,187620.832983554
SOM,No Protection,19,50,214109.3883457
SOM,No Protection,19,100,240402.5880746791
